convention,scale,pool,dim,lam,attack,n_train,n_test,attack_budget,budget_mult,review_budget,policy,rep,n_flips,prevalence,score_auroc,recovered,precision,recall,precision_lift,remaining_poisoned_after_delete,test_logloss_no_action,test_logloss_after_delete,test_logloss_after_correct,test_logloss_clean_oracle,delete_minus_no_action,correct_minus_no_action
cat,n300,0,384,0.001,directional,183,2058,27,1.0,27,random,2,27,0.14754098360655737,0.16832858499525166,8,0.2962962962962963,0.2962962962962963,0.1487553126897389,19,0.6481511977901052,0.6479587762669053,0.6466429328943935,0.6654402369797218,-0.0001924215231998705,-0.001508264895711764
cat,n300,0,384,0.001,directional,183,2058,27,1.0,27,random,3,27,0.14754098360655737,0.16832858499525166,3,0.1111111111111111,0.1111111111111111,-0.03642987249544627,24,0.6481511977901052,0.6487420547476517,0.6492338294579739,0.6654402369797218,0.0005908569575464595,0.0010826316678687053
cat,n300,0,384,0.001,directional,183,2058,27,1.0,27,random,4,27,0.14754098360655737,0.16832858499525166,4,0.14814814814814814,0.14814814814814814,0.0006071645415907656,23,0.6481511977901052,0.6466564867778867,0.6470290941706023,0.6654402369797218,-0.0014947110122185414,-0.0011221036195029344
cat,n300,0,384,0.001,directional,183,2058,27,1.0,27,random,5,27,0.14754098360655737,0.16832858499525166,4,0.14814814814814814,0.14814814814814814,0.0006071645415907656,23,0.6481511977901052,0.6483896236350952,0.6475400592151399,0.6654402369797218,0.00023842584499000896,-0.0006111385749653087
cat,n300,0,384,0.001,directional,183,2058,27,1.0,27,random,6,27,0.14754098360655737,0.16832858499525166,3,0.1111111111111111,0.1111111111111111,-0.03642987249544627,24,0.6481511977901052,0.649140763764194,0.648718470703697,0.6654402369797218,0.0009895659740888352,0.0005672729135918209
cat,n300,0,384,0.001,directional,183,2058,27,1.0,27,random,7,27,0.14754098360655737,0.16832858499525166,4,0.14814814814814814,0.14814814814814814,0.0006071645415907656,23,0.6481511977901052,0.6500995817118185,0.6459508928549417,0.6654402369797218,0.0019483839217132592,-0.002200304935163544
cat,n300,0,384,0.001,directional,183,2058,27,1.0,27,random,8,27,0.14754098360655737,0.16832858499525166,1,0.037037037037037035,0.037037037037037035,-0.11050394656952034,26,0.6481511977901052,0.6527974427703301,0.6481089829206591,0.6654402369797218,0.004646244980224923,-4.221486944611108e-05
cat,n300,0,384,0.001,directional,183,2058,27,1.0,27,random,9,27,0.14754098360655737,0.16832858499525166,0,0.0,0.0,-0.14754098360655737,27,0.6481511977901052,0.6496400509817422,0.6481511977901052,0.6654402369797218,0.0014888531916369407,0.0
cat,n300,0,384,0.001,directional,183,2058,27,2.0,54,top,-1,27,0.14754098360655737,0.16832858499525166,0,0.0,0.0,-0.14754098360655737,27,0.6481511977901052,0.6625862659432251,0.6481511977901052,0.6654402369797218,0.014435068153119901,0.0
cat,n300,0,384,0.001,directional,183,2058,27,2.0,54,bottom_oracle_diagnostic,-1,27,0.14754098360655737,0.16832858499525166,20,0.37037037037037035,0.7407407407407407,0.22282938676381298,7,0.6481511977901052,0.6562033337947214,0.6541877883582151,0.6654402369797218,0.008052136004616184,0.006036590568109901
