convention,scale,attack,budget_mult,policy,review_budget,score_auroc,recovered,precision,recall,precision_lift,n_pools_beat_top,delete_minus_no_action,correct_minus_no_action
cat,n300,directional,0.5,two_tailed,13.8,0.1375099007677624,3.4,0.2494505494505494,0.12551892551892546,0.10114243576543958,5,0.0021560884563021597,-0.01264371104616778
cat,n300,directional,1.0,bottom_oracle_diagnostic,27.2,0.1375099007677624,12.2,0.4495522995522995,0.4495522995522995,0.3012441858671897,5,-0.01715739369398778,-0.024632569478092742
cat,n300,directional,1.0,random,27.2,0.1375099007677624,4.1,0.1502849002849002,0.1502849002849002,0.001976786599790414,5,0.0006897488232238305,-0.006472038768575361
cat,n300,directional,1.0,top,27.2,0.1375099007677624,0.0,0.0,0.0,-0.14830811368510982,0,0.019632372505938543,0.0
cat,n300,directional,1.0,two_tailed,27.2,0.1375099007677624,5.4,0.19967439967439965,0.19967439967439965,0.05136628598928986,5,0.0042606081356309404,-0.017587361067934758
cat,n300,directional,2.0,bottom_oracle_diagnostic,54.4,0.1375099007677624,21.4,0.39349816849816843,0.7869963369963371,0.2451900548130586,5,-0.025485182732355217,-0.02574115987129904
cat,n300,directional,2.0,random,54.4,0.1375099007677624,8.16,0.15001831501831497,0.30003663003663,0.0017102013332051416,5,-0.0002189211535529228,-0.012028022528601537
cat,n300,directional,2.0,top,54.4,0.1375099007677624,0.0,0.0,0.0,-0.14830811368510982,0,0.03623150518897018,0.0
cat,n300,directional,2.0,two_tailed,54.4,0.1375099007677624,12.2,0.22477614977614974,0.4495522995522995,0.07646803609103989,5,0.00270228803834552,-0.024632569478092742
cat,n300,margin_targeted,0.5,bottom_oracle_diagnostic,13.8,0.6201701133713713,0.8,0.058241758241758215,0.029385429385429363,-0.09006635544335158,2,0.00730907967682078,0.0011745329992900798
cat,n300,margin_targeted,0.5,random,13.8,0.6201701133713713,2.06,0.14857142857142852,0.07550264550264547,0.00026331488631870897,5,0.0005985406623434315,0.00026974034983368836
cat,n300,margin_targeted,0.5,top,13.8,0.6201701133713713,0.2,0.01538461538461538,0.007692307692307681,-0.13292349830049446,0,-0.0029740594493330797,-3.321127361854e-05
