convention,scale,pool,dim,lam,attack,alpha,budget,arm,rep,n_train,n_kept,n_deleted,n_test,remaining_poisoned,test_logloss,test_acc,kl_from_clean,mean_abs_pred_div,theta_dist_from_clean,rank_agree_with_clean,uninf_loss,loc_auroc,loc_auprc,loc_prec_at_b,loc_recall_at_b,loc_prec_lift,loc_n_tied_at_cut,loc_n_hits_at_b
cat,n300,2,384,0.01,margin_targeted,1.0,28,random,6,190,162,28,2058,23,0.6739679244547264,0.6068999028182702,0.0002375594006806419,0.007761326564185548,1.209873996646704,0.9529575453815607,0.6931471805599453,0.6227954144620811,0.18047234523015923,0.0,0.0,-0.14736842105263157,1,0
cat,n300,2,384,0.01,margin_targeted,1.0,28,random,7,190,162,28,2058,24,0.6741542052911933,0.6103012633624878,0.00022572348812596423,0.007487964409639173,1.1740315615179469,0.95157688505383,0.6931471805599453,0.6227954144620811,0.18047234523015923,0.0,0.0,-0.14736842105263157,1,0
cat,n300,2,384,0.01,margin_targeted,1.0,28,random,8,190,162,28,2058,25,0.6730363904767687,0.6146744412050534,0.0003672399887511585,0.00956856276952926,1.305934166384173,0.9369653225650832,0.6931471805599453,0.6227954144620811,0.18047234523015923,0.0,0.0,-0.14736842105263157,1,0
cat,n300,2,384,0.01,margin_targeted,1.0,28,random,9,190,162,28,2058,26,0.6733813520131032,0.607871720116618,0.00032347177433569385,0.008996576234829462,1.3213990308221515,0.9419324261829943,0.6931471805599453,0.6227954144620811,0.18047234523015923,0.0,0.0,-0.14736842105263157,1,0
cat,n300,3,384,0.001,margin_targeted,1.0,26,none,-1,176,176,0,2058,26,0.6903434753819881,0.543731778425656,0.003592635410611478,0.03007515837182212,6.27456236107327,0.8896992144736559,0.6931471805599453,0.6123076923076923,0.2022594307046407,0.3076923076923077,0.3076923076923077,0.15996503496503497,1,8
cat,n300,3,384,0.001,margin_targeted,1.0,26,detector,-1,176,150,26,2058,18,0.6913877479989047,0.5495626822157434,0.006860984523700765,0.04107838398072234,7.76933542489409,0.8731358598705246,0.6931471805599453,0.6123076923076923,0.2022594307046407,0.3076923076923077,0.3076923076923077,0.15996503496503497,1,8
cat,n300,3,384,0.001,margin_targeted,1.0,26,margin_matched,-1,176,150,26,2058,26,0.6882998313355813,0.5549076773566569,0.006505996123333259,0.04011865163632036,7.765241065517113,0.8551030465782327,0.6931471805599453,0.6123076923076923,0.2022594307046407,0.3076923076923077,0.3076923076923077,0.15996503496503497,1,8
cat,n300,3,384,0.001,margin_targeted,1.0,26,oracle_delete,-1,176,150,26,2058,0,0.6884362358949941,0.5413022351797862,0.0018434497434377062,0.021507771091607782,4.286371010218056,0.9535247438826548,0.6931471805599453,0.6123076923076923,0.2022594307046407,0.3076923076923077,0.3076923076923077,0.15996503496503497,1,8
cat,n300,3,384,0.001,margin_targeted,1.0,26,oracle_correct,-1,176,176,0,2058,0,0.6838337462295636,0.5534499514091351,0.0,0.0,0.0,1.0,0.6931471805599453,0.6123076923076923,0.2022594307046407,0.3076923076923077,0.3076923076923077,0.15996503496503497,1,8
cat,n300,3,384,0.001,margin_targeted,1.0,26,matched_clean,-1,176,150,26,2058,0,0.6837083875785367,0.5587949465500486,0.0016250157499252892,0.02035655902623986,3.5907972367276972,0.9691447845436448,0.6931471805599453,0.6123076923076923,0.2022594307046407,0.3076923076923077,0.3076923076923077,0.15996503496503497,1,8
cat,n300,3,384,0.001,margin_targeted,1.0,26,random,0,176,150,26,2058,24,0.6858524647956717,0.5510204081632653,0.00678725016824598,0.04085434416939596,7.88368187805549,0.8338854050220852,0.6931471805599453,0.6123076923076923,0.2022594307046407,0.3076923076923077,0.3076923076923077,0.15996503496503497,1,8
cat,n300,3,384,0.001,margin_targeted,1.0,26,random,1,176,150,26,2058,23,0.6882405448457667,0.5422740524781341,0.004406132070959977,0.0328759351005198,7.127694795106785,0.8697703317596751,0.6931471805599453,0.6123076923076923,0.2022594307046407,0.3076923076923077,0.3076923076923077,0.15996503496503497,1,8
cat,n300,3,384,0.001,margin_targeted,1.0,26,random,2,176,150,26,2058,19,0.6838755806841034,0.5529640427599611,0.005024345856203862,0.03550131530018192,7.173101031508277,0.8623919561339343,0.6931471805599453,0.6123076923076923,0.2022594307046407,0.3076923076923077,0.3076923076923077,0.15996503496503497,1,8
cat,n300,3,384,0.001,margin_targeted,1.0,26,random,3,176,150,26,2058,20,0.6838668597748097,0.5495626822157434,0.0054976005934683474,0.03620424220256876,7.156382495767865,0.8623152605073159,0.6931471805599453,0.6123076923076923,0.2022594307046407,0.3076923076923077,0.3076923076923077,0.15996503496503497,1,8
cat,n300,3,384,0.001,margin_targeted,1.0,26,random,4,176,150,26,2058,20,0.690693943550367,0.54421768707483,0.003954563517427133,0.032049398025176826,7.071803677670242,0.8804109705738757,0.6931471805599453,0.6123076923076923,0.2022594307046407,0.3076923076923077,0.3076923076923077,0.15996503496503497,1,8
cat,n300,3,384,0.001,margin_targeted,1.0,26,random,5,176,150,26,2058,22,0.6937302786347419,0.5344995140913509,0.006004082473070742,0.038837164932145125,7.696392629111427,0.8353534580813696,0.6931471805599453,0.6123076923076923,0.2022594307046407,0.3076923076923077,0.3076923076923077,0.15996503496503497,1,8
